000742##Воск Абрикоса#Компонент для косметики Воск Абрикоса#Воск абрикоса – получают из натурального масла абрикосовой косточки с сохранением его уникальных свойств. <p>ВНЕШНИЙ ВИД: светло-желтые гранулы. Температура плавления – 60-65 градусов. </p><p>СВОЙСТВА: Воск абрикоса содержит витамины А, В и С, соли калия и магния, обладает увлажняющими и регенерирующими свойствами, снимает воспаление и сухость, замедляет процесс старения кожи, повышает ее упругость и тонус. При использовании в составе кремов и бальзамов воск абрикоса образует на коже тонкую пленку, обеспечивающую нормальное функционирование кожи и при этом препятствующую обезвоживанию и защищающую от ветра и непогоды. </p><p>ПРИМЕНЕНИЕ: Применяется для изготовления массажных плиток для тела, бальзамов для губ и помад (до 10% воска) – повышает термостойкость, увеличивает скользящие свойства. В кремах, лосьонах, эмульсиях (до 5% воска) выступает в роли загустителя и стабилизатора. Воск нагревают на водяной бане вместе с жирной фазой до расплавления.</p>#Корень|Главная|Масла и косметика|Компоненты для косметики#wax_apricot.png#50 гр#10#300.00
000740##Воск Жасмина#Компонент для косметики Воск Жасмина#Воск жасмина – цветочный воск, получаемый как побочный продукт при производстве абсолюта. <p>ВНЕШНИЙ ВИД: твердое вещество с ярко выраженным ароматом цветков жасмина, цвет – от желтого до оранжево-коричневого, температура плавления – 55-60 градусов (при доведении до 70 градусов воспламеняется). </p><p>СВОЙСТВА: Воск жасмина обладает целебными и косметическими свойствами. Благодаря входящим в состав воска фосфолипидам, витамину Е и органическим кислотам, обладает выраженными защитными, антибактериальными, антисептическими и ранозаживляющими свойствами. Способствует заживлению незначительных и умеренных ожогов. Смягчает и успокаивает кожу, делает ее гладкой и шелковистой. Основным достоинством воска жасмина считается его аромат: необычный, сладкий, цветочный и очень насыщенный. Поэтому воск жасмина часто используется в приготовлении натуральных духов или в качестве ароматического вещества в составе кремов, массажных масел, бальзамов, которым он придаёт экзотический, благородный оттенок. </p><p>ПРИМЕНЕНИЕ: Воск жасмина может использоваться в кремах для ухода за чувствительной кожей лица и тела (0,5-5%, вводить в жирную фазу эмульсии), в твердых духах и бальзамах для губ (до 10%, расплавить воск и добавить небольшое количество масла жожоба, хорошо перемешать и разлить в контейнеры). Использование воска жасмина в средствах для ухода за волосами (0,5-3%) придаст волосам эластичность и гарантирует превосходное увлажнение. Добавление воска жасмина в мыло (до 10%, расплавленным в конце приготовления) придаст ему стойкий приятный аромат и массу полезных свойств. Плавление воска рекомендуется выполнять на водяной бане или в микроволновой печи при очень низкой температуре (не рекомендуется размещать воск в кастрюлю над открытым огнем, поскольку это может привести к обугливанию или воспламенению воска). Воск обладает высокой стабильностью и длительным сроком хранения (до 5 лет).</p>#Корень|Главная|Масла и косметика|Компоненты для косметики#wax_jasmine.png#10 гр#10#60.00
000482##Воск канделильский#Компонент для косметики Воск канделильский#Воск канделильский собирают с кустарника канделилла, произрастающего в Северной Мексике и Западном Техасе. Канделильский воск обладает антибактериальным действием, образует тонкую пленку, которая препятствует обезвоживанию кожи и защищает от ветра и перепадов температур. Используется в защитных кремах для лица и тела, лечебных и увлажняющих бальзамах и помадах для губ, придавая им сияние и блеск, в солнщезащитных и водоотталкивающих кремах и лосьонах, а также в массажных плитках. Канделильский воск можно использовать в сочетании с пчелиным и другими восками. Рекомендуемая дозировка и применение: 2-10% (в кремах - до 5%, в бальзамах - до 10%). Температура плавления: 69-72 градуса, воск нагревают на водяной бане вместе с жирной фазой до расплавления. #Корень|Главная|Масла и косметика|Компоненты для косметики#482.png#50 гр#10#130.00
000483##Воск карнаубский#Компонент для косметики Воск карнаубский#Воск карнаубский (бразильский воск, пальмовый воск) получают из листьев южноамериканской пальмы. Обладает гипоаллергенными и смягчающими свойствами, придает косметическим средствам сияние и блеск. Карнаубский воск является самым твердым и устойчивым из природных восков (температура плавления - 85-90 градусов), что позволяет использовать карнаубский воск для изготовления помад, теней, туши для ресниц и другой декоративной косметики, делая ее теплостойкой, не растекающейся под воздействием температуры. #Корень|Главная|Масла и косметика|Компоненты для косметики#483.png#50 гр#10#250.00
000756##Воск пчелиный#Воск пчелиный#Воск пчелиный – натуральное биологически активное вещество, продукт жизнедеятельности пчел. <p>ВНЕШНИЙ ВИД: плотная, упругая, пластичная масса, цвет – от светло- до темно-желтого, имеет специфический запах, температура плавления – 63-65 градусов. </p><p>СВОЙСТВА: Пчелиный воск обладает смягчающими, питательными и антибактериальными свойствами, улучшает состояние кожи, способствует заживлению ран и ссадин, снимает воспаление. Содержит большое количество витамина А. При нанесении на кожу пчелиный воск образует защитную пленку, замедляя процесс обезвоживания и старения кожи и защищая ее от перепадов температур, холодного ветра и воздействия ультра-фиолетовых лучей. </p><p>ПРИМЕНЕНИЕ: Пчелиный воск используют в качестве вязкой консервирующей устойчивой основы для мазей и кремов (от 0,5 до 5%), а также в безводной косметике – массажных плитках, бальзамах и помадах для губ, лечебных мазях (до 7%), а также в средствах для эпиляции. Воск нагревают на водяной бане, перед расплавлением желательно натереть на терке или порезать ножом в виде стружки. Не рекомендуется плавить воск в металлической посуде (чтобы избежать его окисления с металлом). Смешивайте расплавленный воск с другими компонентами в разогретом виде. </p>#Корень|Главная|Масла и косметика|Компоненты для косметики#wax_bee.png#50 гр#10#60.00
000741##Воск Рисовых отрубей#Компонент для косметики Воск Рисовых отрубей# Воск рисовых отрубей – получают из свежих рисовых отрубей методом прессования и чередования процессов экстракции и охлаждения. <p>ВНЕШНИЙ ВИД: светло-желтые твердые шарики с характерным запахом. Температура плавления – 75-85 градусов. </p><p>СВОЙСТВА: Воск рисовых отрубей – один из естественных растительных восков, по твердости и свойствам стоит в одном ряду с карнаубским и канделильским. Воск рисовых отрубей оказывает на кожу влагоудерживающее, питательное, смягчающее, противовоспалительное и антиоксидантное действие, он предупреждает обезвоживание кожи, образуя на ее поверхности защитную пленку. Добавление воска рисовых отрубей в косметические средства способствует их загущению, обеспечивая стабильность и мягкость текстуры. Воск рисовых отрубей способствует снижению избыточного кожного сала, что при регулярном применении позволяет минимизировать поры и уменьшить морщины, подтянуть кожу. Использование воска рисовых отрубей в составе туши для ресниц способствует восстановлению и разглаживанию чешуек ресниц, увеличивая их диаметр и создавая объем. </p><p>ПРИМЕНЕНИЕ: Поскольку воск рисовых отрубей имеет высокую температуру плавления, то его чаще используют в твердых косметических средствах – помадах, стиках, массажных плитках (до 10% воска). В кремах используют не более 5% воска. Воск рисовых отрубей плавят вместе с масляной фазой на водяной бане. В сочетании с эмульгатором воск рисовых отрубей загущает эмульсию, повышает ее стабильность и пленкообразующие свойства (в эмульсию добавляют 1-5% воска). </p>#Корень|Главная|Масла и косметика|Компоненты для косметики#wax_rice.png#50 гр#10#90.00
063211##Воск Розы#Компонент для косметики Воск Розы#Свойства: Обладает структурообразующими свойствами, близкими к пчелиному воску. Проявляет легкое бактерицидное и противовоспалительное действие. Используется в составе губных помад и других декоративных изделий. - обладает мощными увлажняющими свойствами - успокаивает и смягчает кожу - антиоксидант - обладает защитными свойствами Области применения: - средства для подростковой кожи - средства для сухой, деликатной, шелушащейся и поврежденной кожи - средства для защиты кожи от негативных воздействий (стресс, ветер, холод , загрязнение) - бальзамы для губ - средства для очищения и выведения токсинов - средства для борьбы со старением кожи и морщинами - шампуни для тонких , поврежденных волос, а также при зуде кожи головы - все типы декоративной косметики в качестве фиксатора для пигментов и дополнительного увлажнения - парфюмерия и ароматерапия Концентрация: Стандартная дозировка: 0,5-5% #Корень|Главная|Масла и косметика|Компоненты для косметики#vosk_rozy.jpeg#10 гр#10#290.00
002142##Гиалуронат натрия низкомолекулярный#Компонент для косметики Гиалуронат натрия низкомолекулярный#Гиалуронат натрия - активный косметический компонент - представляет собой натриевую соль гиалуроновй кислоты, полученную биотехнологическим методом. Гиалуронат натрия способствует регенерации кожи, заживлению рубцов и других дефектов кожного покрова, обладает антибактериальными свойствами. Образует увлажняющую пленку, которая задерживает влагу на поверхности кожи, предохраняя ее от высыхания, при этом не нарушая газообменный баланс. Гиалуронат натрия используется в увлажняющих кремах, губной помаде и бальзамах для губ, гелях для век, противовоспалительных лосьонах и антицеллюлитных кремах. Рекомендуемая дозировка: от 0,01% до 0,5%, растворяется в воде. Обладает высоким гелеобразующим эффектом. #Корень|Главная|Масла и косметика|Компоненты для косметики#gialuronat_natriya2.jpeg#1 гр#10#160.00
000484##Гиалуроновая кислота 1%#Компонент для косметики Гиалуроновая кислота 1%#Гиалуроновая кислота - белый порошок, в воде образует вязкий, бесцветный, слегка опалесцирующий гель. Эмульсии на основе гиалуроновой кислоты имеют мягкую и нежную консистенцию, кроме того, они прекрасно совместимы с кожей и никогда не вызывают раздражения и аллегрических реакций. В силу высокой гидрофильности способствует поддержанию нормального водного баланса в клетках кожи. Биологические функции гиалуроновой кислоты состоят не только в увлажняющем действии, но и в регенерирующей, противовирусной, бактерицидной, ранозаживляющей активности. Рекомендуемая дозировка: от 0,1% до 10%, растворяется в воде. Косметика, содержащая гиалуроновую кислоту, смягчает, увлажняет и защищает кожу, заметно улучшая ее внешний вид. #Корень|Главная|Масла и косметика|Компоненты для косметики#484.png#10 мл#10#60.00
000484##Гиалуроновая кислота 1%#Компонент для косметики Гиалуроновая кислота 1%#Гиалуроновая кислота - белый порошок, в воде образует вязкий, бесцветный, слегка опалесцирующий гель. Эмульсии на основе гиалуроновой кислоты имеют мягкую и нежную консистенцию, кроме того, они прекрасно совместимы с кожей и никогда не вызывают раздражения и аллегрических реакций. В силу высокой гидрофильности способствует поддержанию нормального водного баланса в клетках кожи. Биологические функции гиалуроновой кислоты состоят не только в увлажняющем действии, но и в регенерирующей, противовирусной, бактерицидной, ранозаживляющей активности. Рекомендуемая дозировка: от 0,1% до 10%, растворяется в воде. Косметика, содержащая гиалуроновую кислоту, смягчает, увлажняет и защищает кожу, заметно улучшая ее внешний вид. #Корень|Главная|Масла и косметика|Компоненты для косметики#484.png#50 мл#10#260.00
003334##Гидрованс#Компонент для косметики Гидрованс#Увлажняющая добавка.  ВНЕШНИЙ ВИД: бесцветная жидкость.  ПРИМЕНЕНИЕ: Гидрованс добавляется в кремы, молочко, гели, тоники для лица, тела и рук с эффектом увлажнения, питания, продукты против старения.  РЕКОМЕНДОВАННЫЙ ВВОД: от 1 до 20%  ТЕХНОЛОГИЯ ВВОДА; в водную фазу при комнатной температуре. ХРАНЕНИЕ: в прохладном темном месте.#Корень|Главная|Масла и косметика|Компоненты для косметики#SI-MATRIX_liposomy.png#50 гр#10#90.00
000606##Гидроксид калия#Компонент для косметики Гидроксид калия#Гидроксид калия (едкий калий, химическая формула KOH). Используется для приготовления "с нуля" жидких моющих средств, шампуней, гелей для душа и т.п. #Корень|Главная|Масла и косметика|Компоненты для косметики#496.png#500 гр#10#200.00
078190##Гидроксид натрия#Компонент для косметики Гидроксид натрия#Гидроксид натрия (каустическая сода или едкий натр, химическая формула NaOH). Основной реагент при получении мыла "с нуля". #Корень|Главная|Масла и косметика|Компоненты для косметики#496.png#500 гр#10#70.00
007910##Гидролат Василька#Гидролат Василька#Успокаивающие свойства василька делают его незаменимым в уходе за самой тонкой кожей, расположенной вокруг глаз. Гидролат василька – незаменимый компонент в уходе за воспалёнными и уставшими глазами. Просто смочите ватные диски в васильковой воде и наложите на область глаз: всего за несколько минут глаза получат отличный отдых и заметное улучшение своего внешнего вида. Компрессы и косметические препараты с васильком – лучшие природные средства, способные вернуть вашему взгляду ясность и чистоту, избавить от припухлостей, отёков и синяков, а кожу век сделать свежей и гладкой. Положительные отзывы на гидролат василька даже обладателей самой чувствительной кожи подтверждают многогранность этой чудесной воды. Распыляя гидролат василька на кожу в течение дня, вы вернёте тонус уставшей и дряблой коже, предотвратите сухость и обезвоживание. Если вы проводите много времени в кондиционируемом помещении перед компьютером, вам так же необходимо купить гидролат василька: помощь получит не только ваша кожа, но и уставшие глаза.#Корень|Главная|Масла и косметика|Компоненты для косметики#gidrolat_vasilka.jpeg#100 мл#10#150.00
