000001##Диоксид титана#Диоксид титана#При внесении диокида титана в прозрачную основу, она становится белой матовой. Диокид титана смешать с водой, 10 г на 250 мл, и хранить в смешаном виде в закрытой посуде. Перед внесением в мыльную основу смесь хорошо взболтать. #Корень|Главная|Мыловарение|Красители для мыла#1.png#10 гр#10#30.00
077130##Фотолюминисцентный пигмент#Фотолюминисцентный пигмент#Фотолюминисцентный пигмент позволяет сделать мыло, светящееся в темноте. Пигмент необходимо добавить в расплавленную мыльную основу. Пигмент оседает на дно формы. В прозрачном и белом мыле придает поверхности мыла слабый зеленый цвет. Застывшее мыло "зарядить" на свету, после чего оно будет светиться в темноте зеленым светом. #Корень|Главная|Мыловарение|Красители для мыла#fotolyuministsentnyi_pigment.jpeg#5 гр#10#100.00
000008##Коричневый#Краситель гелевый Коричневый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#korichnevyi_3.png#10 мл#10#40.00
000008##Коричневый#Краситель гелевый Коричневый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#korichnevyi_3.png#100 гр#10#150.00
000009##Малиновый#Краситель гелевый Малиновый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#malinovyi_3.png#10 мл#10#40.00
000009##Малиновый#Краситель гелевый Малиновый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#malinovyi_3.png#100 гр#10#150.00
000010##Оранжево-желтый#Краситель гелевый Оранжево-желтый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#oranzhevo-zheltyi.jpeg#10 мл#10#40.00
000010##Оранжево-желтый#Краситель гелевый Оранжево-желтый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#oranzhevo-zheltyi.jpeg#100 гр#10#150.00
000011##Сиреневый#Краситель гелевый Сиреневый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#sirenevyi.png#10 мл#10#40.00
000011##Сиреневый#Краситель гелевый Сиреневый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#sirenevyi.png#100 гр#10#150.00
000012##Фиолетовый#Краситель гелевый Фиолетовый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#fioletovyi_3.png#10 мл#10#40.00
000012##Фиолетовый#Краситель гелевый Фиолетовый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#fioletovyi_3.png#100 гр#10#150.00
000013##Черный#Краситель гелевый Черный#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#chernyi_4.png#10 мл#10#40.00
000013##Черный#Краситель гелевый Черный#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#chernyi_4.png#100 гр#10#150.00
003489##Желтый#Краситель гелевый Желтый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#zheltyi.png#10 мл#10#40.00
003489##Желтый#Краситель гелевый Желтый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#zheltyi.png#100 гр#10#150.00
000014##Пигмент бирюзовый#Пигмент косметический бирюзовый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_biryuzovyi4.jpeg#10 мл#10#80.00
000014##Пигмент бирюзовый#Пигмент косметический бирюзовый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_biryuzovyi4.jpeg#100 гр#10#500.00
000016##Пигмент зеленый#Пигмент косметический зеленый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_zelenyi_4.jpeg#10 мл#10#80.00
000016##Пигмент зеленый#Пигмент косметический зеленый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_zelenyi_4.jpeg#100 гр#10#500.00
000017##Пигмент коричневый#Пигмент косметический коричневый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_korichnevyi.png#10 мл#10#80.00
000017##Пигмент коричневый#Пигмент косметический коричневый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_korichnevyi.png#100 гр#10#450.00
000019##Пигмент красный#Пигмент косметический красный#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_krasnyi.jpeg#10 мл#10#80.00
000019##Пигмент красный#Пигмент косметический красный#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_krasnyi.jpeg#100 гр#10#550.00
000020##Пигмент желтый#Пигмент косметический желтый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_zheltyi.jpeg#10 мл#10#80.00
000020##Пигмент желтый#Пигмент косметический желтый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_zheltyi.jpeg#100 гр#10#450.00
000021##Пигмент синий#Пигмент косметический синий#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_siniy.jpeg#10 мл#10#80.00
000021##Пигмент синий#Пигмент косметический синий#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_siniy.jpeg#100 гр#10#450.00
000022##Пигмент фиолетовый#Пигмент косметический фиолетовый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_fioletovyi.jpeg#10 мл#10#80.00
000022##Пигмент фиолетовый#Пигмент косметический фиолетовый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_fioletovyi.jpeg#100 гр#10#600.00
000023##Пигмент черный#Пигмент косметический черный#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_chernyi.jpeg#10 мл#10#80.00
000023##Пигмент черный#Пигмент косметический черный#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_chernyi.jpeg#100 гр#10#500.00
002072##ZENICOLOR 5#Набор пигментов ZENICOLOR 5#ZENICOLOR 5 — инновационный продукт, специально разработанный для окрашивания мыльной основы, представляющий собой набор немигрирующих красителей, сохраняющих прозрачность окрашиваемой мыльной основы. Преимущества: не мигрируют и не замутняют основу, в том числе при смешивании между собой; простота и удобство при использовании; удобная и информативная упаковка.#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#ZENICOLOR_5.png#1 шт#10#510.00
000580##Пигмент неоновый зеленый#Пигмент неоновый зеленый#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_zelenyi.jpeg#10 мл#10#80.00
000580##Пигмент неоновый зеленый#Пигмент неоновый зеленый#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_zelenyi.jpeg#100 мл#10#200.00
000581##Пигмент неоновый красный#Пигмент неоновый красный#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_krasnyi.jpeg#10 мл#10#80.00
000581##Пигмент неоновый красный#Пигмент неоновый красный#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_krasnyi.jpeg#100 мл#10#200.00
002885##Пигмент голубой#Пигмент косметический голубой#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента - 2-8 капель на 100 г мыльной основы#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211527.jpeg#10 мл#10#80.00
002885##Пигмент голубой#Пигмент косметический голубой#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента - 2-8 капель на 100 г мыльной основы#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211527.jpeg#100 гр#10#500.00
000582##Пигмент неоновый  желтый#Пигмент неоновый желтый#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment__neonovyi_zheltyi.jpeg#10 мл#10#80.00
000582##Пигмент неоновый  желтый#Пигмент неоновый желтый#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment__neonovyi_zheltyi.jpeg#100 мл#10#200.00
002886##Пигмент сиреневый#Пигмент косметический сиреневый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента - 2-8 капель на 100 г мыльной основы#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211530.jpeg#10 мл#10#80.00
002886##Пигмент сиреневый#Пигмент косметический сиреневый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента - 2-8 капель на 100 г мыльной основы#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211530.jpeg#100 гр#10#500.00
000583##Пигмент неоновый синий#Пигмент неоновый синий#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_siniy.jpeg#10 мл#10#80.00
000583##Пигмент неоновый синий#Пигмент неоновый синий#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_siniy.jpeg#100 мл#10#200.00
002887##Пигмент лиловый#Пигмент косметический лиловый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента - 2-8 капель на 100 г мыльной основы#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211531.jpeg#10 мл#10#80.00
002887##Пигмент лиловый#Пигмент косметический лиловый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента - 2-8 капель на 100 г мыльной основы#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211531.jpeg#100 гр#10#500.00
000584##Пигмент неоновый оранжевый#Пигмент неоновый оранжевый#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_oranzhevyi.jpeg#10 мл#10#80.00
000584##Пигмент неоновый оранжевый#Пигмент неоновый оранжевый#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_oranzhevyi.jpeg#100 мл#10#200.00
002888##Пигмент оранжевый#Пигмент косметический оранжевый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента 2-8 капель на 100 г мыльной основы.#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211533.jpeg#10 мл#10#80.00
002888##Пигмент оранжевый#Пигмент косметический оранжевый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента 2-8 капель на 100 г мыльной основы.#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211533.jpeg#100 гр#10#500.00
002889##Пигмент фисташковый#Пигмент косметический фисташковый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента - 2-8 капель на 100 г мыльной основы#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211534.jpeg#10 мл#10#80.00
002889##Пигмент фисташковый#Пигмент косметический фисташковый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента - 2-8 капель на 100 г мыльной основы#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211534.jpeg#100 гр#10#500.00
002890##Пигмент неоновый фуксия#Пигмент неоновый фуксия (фиолетовый)#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры.#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211537.jpeg#10 мл#10#80.00
000685##Пигмент неоновый малиновый#Пигмент неоновый малиновый#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_malinovyi.jpeg#10 мл#10#80.00
000685##Пигмент неоновый малиновый#Пигмент неоновый малиновый#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_malinovyi.jpeg#100 мл#10#200.00
077060##Пигмент неоновый хром#Пигмент неоновый хром (светло-оранжевый)#Светло-оранжевый неоновый пигмент. Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры.#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_khrom.jpeg#10 мл#10#80.00
077060##Пигмент неоновый хром#Пигмент неоновый хром (светло-оранжевый)#Светло-оранжевый неоновый пигмент. Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры.#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_khrom.jpeg#100 мл#10#200.00
