Артикул#Цена#Название продукта#Краткое описание#Описание#Категория#Изображения товара#Attribute Group: count#Количество комбинаций#Цена Комбинации
000001#30.00#Диоксид титана#Диоксид титана#При внесении диокида титана в прозрачную основу, она становится белой матовой. Диокид титана смешать с водой, 10 г на 250 мл, и хранить в смешаном виде в закрытой посуде. Перед внесением в мыльную основу смесь хорошо взболтать. #Корень|Главная|Мыловарение|Красители для мыла#1.png#10 гр#10#0
077130#100.00#Фотолюминисцентный пигмент#Фотолюминисцентный пигмент#Фотолюминисцентный пигмент позволяет сделать мыло, светящееся в темноте. Пигмент необходимо добавить в расплавленную мыльную основу. Пигмент оседает на дно формы. В прозрачном и белом мыле придает поверхности мыла слабый зеленый цвет. Застывшее мыло "зарядить" на свету, после чего оно будет светиться в темноте зеленым светом. #Корень|Главная|Мыловарение|Красители для мыла#fotolyuministsentnyi_pigment.jpeg#5 гр#10#0
000011#40.00#Краситель гелевый Сиреневый#Сиреневый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#sirenevyi.png#10 мл#10#0
#######100 гр#10#110
000012#40.00#Краситель гелевый Фиолетовый#Фиолетовый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#fioletovyi_3.png#10 мл#10#0
#######100 гр#10#110
000013#40.00#Краситель гелевый Черный#Черный#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#chernyi_4.png#10 мл#10#0
#######100 гр#10#110
003489#40.00#Краситель гелевый Желтый#Желтый#Жидкие гелевые красители используют для придания цвета мылу или шампуню. Они безвредные, очень яркие и экономичные в применении. Допускается смешивание красителей разных цветов для получения нового оттенка. Гелевые красители удобны в использовании благодаря флакону с дозатором. #Корень|Главная|Мыловарение|Красители для мыла|Гелевые красители#zheltyi.png#10 мл#10#0
#######100 гр#10#110
000014#80.00#Пигмент косметический бирюзовый#Пигмент бирюзовый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_biryuzovyi4.jpeg#10 мл#10#0
#######100 гр#10#420
000016#80.00#Пигмент косметический зеленый#Пигмент зеленый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_zelenyi_4.jpeg#10 мл#10#0
#######100 гр#10#420
000017#80.00#Пигмент косметический коричневый#Пигмент коричневый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_korichnevyi.png#10 мл#10#0
#######100 гр#10#370
000019#80.00#Пигмент косметический красный#Пигмент красный#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_krasnyi.jpeg#10 мл#10#0
#######100 гр#10#470
000020#80.00#Пигмент косметический желтый#Пигмент желтый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_zheltyi.jpeg#10 мл#10#0
#######100 гр#10#370
000021#80.00#Пигмент косметический синий#Пигмент синий#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_siniy.jpeg#10 мл#10#0
#######100 гр#10#370
000022#80.00#Пигмент косметический фиолетовый#Пигмент фиолетовый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_fioletovyi.jpeg#10 мл#10#0
#######100 гр#10#520
000023#80.00#Пигмент косметический черный#Пигмент черный#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_chernyi.jpeg#10 мл#10#0
#######100 гр#10#420
002072#510.00#Набор пигментов ZENICOLOR 5#ZENICOLOR 5#ZENICOLOR 5 — инновационный продукт, специально разработанный для окрашивания мыльной основы, представляющий собой набор немигрирующих красителей, сохраняющих прозрачность окрашиваемой мыльной основы. Преимущества: не мигрируют и не замутняют основу, в том числе при смешивании между собой; простота и удобство при использовании; удобная и информативная упаковка.#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#ZENICOLOR_5.png#1 шт#10#0
000580#80.00#Пигмент неоновый зеленый#Пигмент неоновый зеленый#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_zelenyi.jpeg#10 мл#10#0
#######100 мл#10#120
000581#80.00#Пигмент неоновый красный#Пигмент неоновый красный#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_krasnyi.jpeg#10 мл#10#0
#######100 мл#10#120
002885#80.00#Пигмент косметический голубой#Пигмент голубой#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента - 2-8 капель на 100 г мыльной основы#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211527.jpeg#10 мл#10#0
#######100 гр#10#420
000582#80.00#Пигмент неоновый желтый#Пигмент неоновый  желтый#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment__neonovyi_zheltyi.jpeg#10 мл#10#0
#######100 мл#10#120
002886#80.00#Пигмент косметический сиреневый#Пигмент сиреневый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента - 2-8 капель на 100 г мыльной основы#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211530.jpeg#10 мл#10#0
#######100 гр#10#420
000583#80.00#Пигмент неоновый синий#Пигмент неоновый синий#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_siniy.jpeg#10 мл#10#0
#######100 мл#10#120
002887#80.00#Пигмент косметический лиловый#Пигмент лиловый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента - 2-8 капель на 100 г мыльной основы#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211531.jpeg#10 мл#10#0
#######100 гр#10#420
000584#80.00#Пигмент неоновый оранжевый#Пигмент неоновый оранжевый#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_oranzhevyi.jpeg#10 мл#10#0
#######100 мл#10#120
002888#80.00#Пигмент косметический оранжевый#Пигмент оранжевый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента 2-8 капель на 100 г мыльной основы.#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211533.jpeg#10 мл#10#0
#######100 гр#10#420
002889#80.00#Пигмент косметический фисташковый#Пигмент фисташковый#Пигменты — это немигрирующие красители, которые при использовании в мыле нескольких цветов не будут смешиваться между собой. Если различные по цвету детали мыла должны иметь четкую границу, то нужно использовать немигрирующие красители. Дозировка пигмента - 2-8 капель на 100 г мыльной основы#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211534.jpeg#10 мл#10#0
#######100 гр#10#420
002890#80.00#Пигмент неоновый фуксия (фиолетовый)#Пигмент неоновый фуксия#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры.#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#1503211537.jpeg#10 мл#10#0
000685#80.00#Пигмент неоновый малиновый#Пигмент неоновый малиновый#Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры. Объем 10 мл. #Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_malinovyi.jpeg#10 мл#10#0
#######100 мл#10#120
077060#80.00#Пигмент неоновый хром (светло-оранжевый)#Пигмент неоновый хром#Светло-оранжевый неоновый пигмент. Неоновые пигменты пигменты придают мылу яркий цвет. Этот же цвет имеют текстовые маркеры.#Корень|Главная|Мыловарение|Красители для мыла|Пигменты#pigment_neonovyi_khrom.jpeg#10 мл#10#0
#######100 мл#10#120
000024#80.00#Перламутр Белый жемчуг#Белый жемчуг#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#24.png#10 гр#10#0
000025#80.00#Перламутр Весеннее солнце#Весеннее солнце#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#25.png#10 гр#10#0
000026#80.00#Перламутр Вишневый#Вишневый#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#26.png#10 гр#10#0
000027#80.00#Перламутр Голубой иней#Голубой иней#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#goluboy_iney.jpeg#10 гр#10#0
000028#80.00#Перламутр Задумчивый синий#Задумчивый синий#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#28.png#10 гр#10#0
000029#80.00#Перламутр Зеленое золото#Зеленое золото#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#29.png#10 гр#10#0
000030#80.00#Перламутр Зеленый чай#Зеленый чай#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#30.png#10 гр#10#0
000031#80.00#Перламутр Золотисто-розовый#Золотисто-розовый#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#31.png#10 гр#10#0
000032#80.00#Перламутр Коричневая медь#Коричневая медь#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#32.png#10 гр#10#0
000033#80.00#Перламутр Коричневый орех#Коричневый орех#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#33.png#10 гр#10#0
000034#80.00#Перламутр Красное игристое вино#Красное игристое вино#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#krasnoe_igristoe_vino.png#10 гр#10#0
000035#80.00#Перламутр Лиловый#Лиловый#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#35.png#10 гр#10#0
000036#80.00#Перламутр Апельсиновый#Апельсиновый#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#oranzhevyi_5.png#10 гр#10#0
000037#80.00#Перламутр Серебристый#Серебристый#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#37.png#10 гр#10#0
000038#80.00#Перламутр Серый металлик#Серый металлик#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#seryi_metallik.png#10 гр#10#0
000039#80.00#Перламутр Фиолетовый#Фиолетовый#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#fioletovyi_5.png#10 гр#10#0
000040#80.00#Перламутр Черное серебро#Черное серебро#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#40.png#10 гр#10#0
000041#80.00#Перламутр Ярко голубой#Ярко голубой#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#yarko_goluboy.jpeg#10 гр#10#0
000042#80.00#Перламутр Барби (кислотно-розовый)#Барби (кислотно-розовый)#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#yarko_rozovyi.png#10 гр#10#0
001681#80.00#Перламутр Зеленое яблоко#Зеленое яблоко#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#zelenoe_jabloko.jpeg#10 гр#10#0
001682#80.00#Перламутр Золото#Золото#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#gold.jpeg#10 гр#10#0
001683#80.00#Перламутр Серебро#Серебро#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#silver.jpeg#10 гр#10#0
001684#80.00#Перламутр Белый матовый#Белый матовый#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#belyi.jpeg#10 гр#10#0
001685#80.00#Перламутр Золото олимпийское#Золото олимпийское#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#gold_olimpic.jpeg#10 гр#10#0
001686#80.00#Перламутр Классическая бронза#Классическая бронза#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#bronse.jpeg#10 гр#10#0
001687#80.00#Перламутр Голубое серебро#Голубое серебро#Перламутр добавляют в мыло или шампуни для придания им перламутрового блеска и сияния. Просто насыпьте чуть-чуть перламутра в расплавленную мыльную основу и размешайте. Перламутры легко смываются водой. #Корень|Главная|Мыловарение|Красители для мыла|Перламутры#goluboe_serebro.jpeg#10 гр#10#0
000043#40.00#Краситель водорастворимый Желтый#Желтый#Сухие водорастворимые красители - это обычные пищевые красители. Они безвредные, очень яркие и экономичные в применении. Перед применением сухие красители нужно развести водой. #Корень|Главная|Мыловарение|Красители для мыла|Водорастворимые#zheltyi_6.png#10 гр#10#0
000044#40.00#Краситель водорастворимый Зеленый#Зеленый#Сухие водорастворимые красители - это обычные пищевые красители. Они безвредные, очень яркие и экономичные в применении. Перед применением сухие красители нужно развести водой. #Корень|Главная|Мыловарение|Красители для мыла|Водорастворимые#zelenyi_6.png#10 гр#10#0
000045#40.00#Краситель водорастворимый Клубничный (PONCEAU)#Клубничный (PONCEAU)#Сухие водорастворимые красители - это обычные пищевые красители. Они безвредные, очень яркие и экономичные в применении. Перед применением сухие красители нужно развести водой. #Корень|Главная|Мыловарение|Красители для мыла|Водорастворимые#klubnichnyi_6.png#10 гр#10#0
000046#40.00#Краситель водорастворимый Коричневый#Коричневый#Сухие водорастворимые красители - это обычные пищевые красители. Они безвредные, очень яркие и экономичные в применении. Перед применением сухие красители нужно развести водой. #Корень|Главная|Мыловарение|Красители для мыла|Водорастворимые#korichnevyi_6.png#10 гр#10#0
000047#40.00#Краситель водорастворимый Малиновый (CARMOISINE)#Малиновый (CARMOISINE)#Сухие водорастворимые красители - это обычные пищевые красители. Они безвредные, очень яркие и экономичные в применении. Перед применением сухие красители нужно развести водой. #Корень|Главная|Мыловарение|Красители для мыла|Водорастворимые#malinovyi_6.png#10 гр#10#0
000048#40.00#Краситель водорастворимый Оранжевый#Оранжевый#Сухие водорастворимые красители - это обычные пищевые красители. Они безвредные, очень яркие и экономичные в применении. Перед применением сухие красители нужно развести водой. #Корень|Главная|Мыловарение|Красители для мыла|Водорастворимые#oranzhevyi_6.png#10 гр#10#0
000049#70.00#Краситель водорастворимый Синий блестящий#Синий блестящий#Сухие водорастворимые красители - это обычные пищевые красители. Они безвредные, очень яркие и экономичные в применении. Перед применением сухие красители нужно развести водой. #Корень|Главная|Мыловарение|Красители для мыла|Водорастворимые#siniy_blestyashchiy.png#10 гр#10#0
000050#70.00#Краситель водорастворимый Черный блестящий#Черный блестящий#Сухие водорастворимые красители - это обычные пищевые красители. Они безвредные, очень яркие и экономичные в применении. Перед применением сухие красители нужно развести водой. #Корень|Главная|Мыловарение|Красители для мыла|Водорастворимые#chernyi_blestyashchiy.png#10 гр#10#0
000051#80.00#Глиттер (блестки) голографический#Глиттер голографич.#Глиттер голографический представляет собой мелкие переливающиеся частички, которые могут сделать мыло более нарядным и праздничным. Принцип работы очень прост - в расплавленную мыльную основу (которую можно подкрасить обычным гелевым красителем) насыпьте немного глиттера и размешайте, а затем залейте в форму. Другой способ - посыпьте дно формы перед заливкой, а затем залейте мыльную основу.#Корень|Главная|Мыловарение|Красители для мыла|Блестки (глиттеры)#glitter_golografich.png#10 гр#10#0
